study_id	chromosome	start	end	mcj_s	mcj_e	class_s	svclass_s	svname_s	svf_s	svlen_s	leftcn_s	rightcn_s	class_e	svclass_e	svname_e	svf_e	svlen_e	leftcn_e	rightcn_e	mech_s	mech_e	mech_c
DN1502C	1	153584001	153601285	baseline	baseline	NONE	no	no	NA	NA	2.1585	6.5898	INV	h2hINV	gridss15ff_2021o	37	51026868	6.5898	1.6906	no_supporting_sv	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	161110535	161125517	no	no	DEL	DEL	gridss15fb_1151o	37	10297240	4.8017	8.5106	INV	h2hINV	gridss15ff_1215o	21	9235258	8.5106	4.653	not_analyzed	not_analyzed	excluded
DN1502C	1	161324714	163166964	no	below_baseline	DUP	DUP	gridss16bf_571o	8	70436077	4.653	6.039	DEL	DEL	gridss16fb_4011o	34	41023715	6.039	1.1206	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	168596179	168612391	no	no	INV	t2tINV	gridss16bb_4575o	17	362	5.1642	7.5078	BND	TRA	gridss16fb_10109o	10	NA	7.5078	5.6806	not_analyzed	not_analyzed	excluded
DN1502C	1	168724330	169576443	no	no	DUP	DUP	gridss16bf_3536o	19	3616200	4.0054	6.0194	DEL	DEL	gridss16fb_11518o	17	24616944	7.7017	5.4497	not_analyzed	not_analyzed	excluded
DN1502C	1	169576469	169769137	no	baseline+1	DUP	DUP	gridss16bf_3985o	20	76984341	5.4497	7.9659	INV	h2hINV	gridss16ff_5484o	32	12503600	7.9659	2.8013	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	169795599	169808184	baseline+1	baseline+1	DUP	DUP	gridss16bf_4099o	25	5427866	2.8013	6.0213	DEL	DEL	gridss16fb_11871o	26	1137628	6.0213	3.1236	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	171762250	171781244	no	no	DUP	DUP	gridss17bf_776o	20	248151	3.8463	6.9109	INV	h2hINV	gridss17ff_1030o	26	9631068	6.9109	4.0104	not_analyzed	not_analyzed	excluded
DN1502C	1	171962531	172010401	no	no	INV	t2tINV	gridss17bb_1156o	17	15892381	4.0104	6.7457	DUP	DUP	gridss17bf_776o	20	248151	6.7457	4.0216	not_analyzed	not_analyzed	excluded
DN1502C	1	178425732	178439579	baseline+1	baseline+1	INV	t2tINV	gridss17bb_4781o	28	12591522	2.8701	7.1466	INV	h2hINV	gridss17ff_2399o	25	4154094	7.1466	2.7821	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	178442381	178449773	baseline+1	baseline	INV	t2tINV	gridss16bb_15o	31	18401859	2.7821	7.7481	DEL	DEL	gridss17fb_9879o	35	16883845	7.7481	1.92	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	190931132	190943012	baseline	baseline	DEL	DEL	gridss18fb_7015o	23	4729020	1.9458	6.5923	SGL	no	no	NA	NA	6.5923	2.0288	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
DN1502C	1	193438660	193448141	baseline+1	baseline+1	INV	t2tINV	gridss19bb_2091o	27	14531701	2.8792	6.3174	DUP	DUP	gridss17bf_1793o	21	19173420	6.3174	2.9673	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	195333618	195372131	baseline+1	baseline	DEL	DEL	gridss17fb_9879o	35	16883845	2.9975	6.9674	INV	h2hINV	gridss18ff_3093o	33	9598868	6.9674	2.0161	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	1	199020324	199032172	no	no	INV	t2tINV	gridss19bb_5514o	13	22	5.0161	7.0491	DEL	DEL	gridss19fb_11499o	18	497043	7.0491	5.0013	not_analyzed	not_analyzed	excluded
DN1502C	1	199624797	199679081	no	no	DUP	DUP	gridss19bf_4224o	33	9044978	4.946	9.6669	INV	h2hINV	gridss16ff_24o	22	39628057	9.6669	4.5861	not_analyzed	not_analyzed	excluded
DN1502C	1	204190679	204628153	baseline+1	no	DEL	DEL	gridss16fb_4011o	34	41023715	2.8551	7.6825	INV	h2hINV	gridss15ff_2021o	37	51026868	9.7733	4.8741	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	1	207970361	207980441	no	no	INV	t2tINV	gridss19bb_2091o	27	14531701	4.8741	9.85	DEL	DEL	gridss20fb_9683o	19	40551603	9.85	5.2115	not_analyzed	not_analyzed	excluded
DN1502C	1	208665479	208669775	baseline+1	baseline+1	INV	t2tINV	gridss18bb_1226o	42	26422602	3.0505	7.6979	DUP	DUP	gridss19bf_4224o	33	9044978	7.6979	3.0862	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	3	88704001	92004853	below_baseline	baseline	NONE	no	no	NA	NA	1.0294	18.9966	CENTROMERE	no	no	NA	NA	12.4219	2.9376	no_supporting_sv	no_supporting_sv	no_supporting_sv
DN1502C	16	35129844	35271440	no	no	DUP	DUP	gridss244bf_838o	13	7703	8.6886	10.0182	SGL	no	no	NA	NA	11.117	8.8589	not_analyzed	not_analyzed	excluded
DN1502C	16	36835801	47895011	no	baseline+1	CENTROMERE	no	no	NA	NA	8.8589	10.2624	DEL	DEL	gridss246fb_1733o	48	835	10.2624	2.5521	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	16	47895846	47905568	baseline+1	baseline+1	DEL	DEL	gridss246fb_1733o	48	835	2.5521	11.5239	BND	TRA	gridss58ff_1417h	64	NA	11.5239	2.9662	intrachromosomal_complex	translocation	translocation
DN1502C	17	33061016	33070787	no	no	INV	t2tINV	gridss253bb_1602o	17	63913	4.1558	6.818	INV	h2hINV	gridss253ff_1690o	25	29186001	6.818	4.2181	not_analyzed	not_analyzed	excluded
DN1502C	17	33135150	33137853	baseline+1	no	DEL	DEL	gridss253fb_5750o	20	10520	3.0476	6.2954	DEL	DEL	gridss253fb_5764o	22	10880108	6.2954	3.9968	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	17	33326750	33972865	no	baseline+1	INV	t2tINV	gridss253bb_1667o	12	1673	5.8321	7.6675	DEL	DEL	gridss253fb_6620o	35	32722033	7.6675	2.8885	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	35243972	35293207	baseline+1	no	INV	t2tINV	gridss253bb_2128o	31	26668180	2.8885	7.5967	DEL	DEL	gridss253fb_7527o	19	31610324	7.5967	4.6286	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	17	36481191	36993528	below_baseline	below_baseline	INV	t2tINV	gridss254bb_83o	96	963485	1.3801	14.6567	DEL	DEL	gridss254fb_1038o	67	10787409	10.8465	0.6406	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	37444676	38369511	below_baseline	no	INV	t2tINV	gridss254bb_83o	96	963485	0.9557	13.8789	INV	h2hINV	gridss254ff_894o	53	24282187	15.6189	4.5847	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	17	43832081	43833211	baseline+1	baseline	DEL	DEL	gridss254fb_1843o	32	6087864	3.371	6.3778	INV	h2hINV	gridss254ff_1999o	20	18630906	6.3778	1.5175	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	44017961	44021652	no	no	DEL	DEL	gridss253fb_5764o	22	10880108	4.7605	6.9701	INV	h2hINV	gridss254ff_2048o	24	26195037	6.9701	4.298	not_analyzed	not_analyzed	excluded
DN1502C	17	44022378	44114842	no	below_baseline	DEL	DEL	gridss253fb_5763o	14	10887560	4.298	7.4225	INV	h2hINV	gridss253ff_2211o	56	8784098	7.4225	0.921	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	47780937	47864539	baseline	no	DEL	DEL	gridss254fb_1038o	67	10787409	1.7989	12.459	DEL	DEL	gridss255fb_1617o	51	18105188	12.459	4.2778	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	17	47866414	47870375	no	no	DUP	DUP	gridss255bf_191o	23	11565610	4.2778	9.7547	INV	h2hINV	gridss255ff_444o	37	17835894	9.7547	4.7011	not_analyzed	not_analyzed	excluded
DN1502C	17	48773314	49181945	no	baseline+1	INV	t2tINV	gridss255bb_654o	45	11457419	3.825	8.2875	INV	h2hINV	gridss255ff_778o	28	18666152	8.2875	2.6574	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	49203351	49973925	baseline+1	no	DUP	DUP	gridss255bf_329o	36	11256215	2.6574	7.6488	INV	no	no	NA	NA	9.4442	5.0372	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1502C	17	49976652	49991961	no	no	INV	t2tINV	gridss255bb_1060o	12	20040804	5.0372	7.3898	DEL	DEL	gridss255fb_3704o	9	10055437	7.3898	5.6289	not_analyzed	not_analyzed	excluded
DN1502C	17	49994745	50310989	no	no	DEL	DEL	gridss254fb_3271o	11	10848215	5.6289	7.0677	INV	h2hINV	gridss255ff_1166o	28	9662233	9.9538	5.9059	not_analyzed	not_analyzed	excluded
DN1502C	17	50311554	50341288	no	no	DUP	DUP	gridss255bf_454o	12	47271	5.9059	6.8002	INV	h2hINV	gridss254ff_2002o	9	6482670	6.8002	5.8994	not_analyzed	not_analyzed	excluded
DN1502C	17	50341328	50416286	no	baseline	INV	t2tINV	gridss255bb_1134o	6	139533	5.8994	6.7538	DEL	DEL	gridss255fb_4186o	31	6954752	6.1024	2.068	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	57704113	59430306	no	no	DEL	DEL	gridss254fb_2066o	29	19808541	5.6903	10.4522	DEL	DEL	gridss256fb_3379o	36	6541064	11.1513	4.4826	not_analyzed	not_analyzed	excluded
DN1502C	17	59430417	59973222	no	baseline+1	DUP	DUP	gridss256bf_392o	39	5850916	4.4826	10.1806	INV	h2hINV	gridss255ff_1166o	28	9662233	7.637	2.9976	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	60053017	60805203	no	no	INV	t2tINV	gridss254bb_517o	36	22387867	3.8718	10.2631	DEL	DEL	gridss256fb_4838o	34	187306	6.4367	3.7588	not_analyzed	not_analyzed	excluded
DN1502C	17	60992509	62651698	no	no	DEL	DEL	gridss256fb_4838o	34	187306	3.7588	6.8691	INV	h2hINV	gridss254ff_894o	53	24282187	15.648	4.6247	not_analyzed	not_analyzed	excluded
DN1502C	17	63195277	63933033	no	no	INV	t2tINV	gridss256bb_1423o	32	2854709	4.6247	9.8476	DUP	DUP	gridss256bf_648o	23	2019162	14.5666	5.9877	not_analyzed	not_analyzed	excluded
DN1502C	17	63956655	63967013	no	no	DUP	DUP	gridss256bf_941o	8	11123	5.9877	6.647	INV	h2hINV	gridss256ff_2679o	8	9660	6.1142	5.2816	not_analyzed	not_analyzed	excluded
DN1502C	17	63967386	63976290	no	no	DEL	DEL	gridss256fb_8519o	13	27	5.6423	7.535	INV	h2hINV	gridss252ff_32o	9	48019063	6.6022	5.6447	not_analyzed	not_analyzed	excluded
DN1502C	17	64016778	64166957	no	no	INV	t2tINV	gridss256bb_2768o	8	1173868	5.844	6.7364	INV	h2hINV	gridss256ff_2740o	10	6291222	6.7364	4.8426	not_analyzed	not_analyzed	excluded
DN1502C	17	65279536	65281333	no	no	DUP	DUP	gridss256bf_1138o	39	694968	4.3052	9.5751	DUP	DUP	gridss256bf_392o	39	5850916	9.5751	4.0389	not_analyzed	not_analyzed	excluded
DN1502C	17	65606464	65932027	no	baseline+1	DUP	DUP	gridss256bf_1170o	34	10129438	3.7788	8.2878	DUP	DUP	gridss256bf_423o	50	6178397	8.1345	2.7079	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	65969727	65971336	baseline+1	baseline+1	DEL	DEL	gridss255fb_1617o	51	18105188	2.7079	9.8566	DUP	DUP	gridss255bf_465o	70	15614503	9.8566	2.7787	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	65971370	65974504	baseline+1	baseline+1	DEL	DEL	gridss256fb_3379o	36	6541064	2.7787	8.3211	DUP	DUP	gridss256bf_1138o	39	694968	8.3211	2.5671	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	66694898	66903480	baseline+1	baseline+1	DEL	DEL	gridss253fb_6620o	35	32722033	2.9462	7.1025	INV	h2hINV	gridss257ff_294o	27	9118059	7.1025	2.9746	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	67463327	67465040	no	no	INV	t2tINV	gridss257bb_422o	15	2685275	3.7803	7.516	INV	h2hINV	gridss257ff_423o	18	1123355	7.516	3.8835	not_analyzed	not_analyzed	excluded
DN1502C	17	67641591	67848098	no	no	DEL	DEL	gridss255fb_3280o	10	18011400	5.826	6.9312	INV	h2hINV	gridss255ff_778o	28	18666152	6.9312	3.8955	not_analyzed	not_analyzed	excluded
DN1502C	17	68074863	68077426	no	no	DEL	DEL	gridss253fb_5760o	16	34942535	3.8955	6.009	DEL	DEL	gridss257fb_2247o	15	506106	6.009	4.7471	not_analyzed	not_analyzed	excluded
DN1502C	17	68077663	70304551	no	no	DEL	DEL	gridss256fb_5589o	10	6562165	4.7471	6.8371	INV	h2hINV	gridss256ff_2617o	13	6484732	7.5868	4.9689	not_analyzed	not_analyzed	excluded
DN1502C	17	75734876	75735902	baseline	baseline+1	DEL	DEL	gridss256fb_7460o	31	12440776	1.9276	6.0985	DUP	DUP	gridss256bf_1170o	34	10129438	6.0985	3.4045	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1502C	17	75736171	76021539	baseline+1	baseline	DEL	DEL	gridss257fb_4881o	33	5756852	3.4045	8.8049	INV	h2hINV	gridss257ff_294o	27	9118059	6.7268	2.0579	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15030	16	50918026	52241218	no	baseline+1	INV	t2tINV	gridss246bb_2408o	14	929881	8.5012	9.3389	BND	TRA	gridss246fb_9559o	661	NA	73.3656	3.7272	not_analyzed	translocation	translocation
DN15030	17	37718509	38299018	baseline	baseline	BND	TRA	gridss246fb_9559o	661	NA	2.0443	68.1468	DEL	DEL	gridss254fb_3091o	38	16569059	6.7094	2.0294	translocation	intrachromosomal_complex	translocation
DN15030	17	54868077	55159427	baseline	no	DEL	DEL	gridss254fb_3091o	38	16569059	2.0294	7.0512	DEL	DEL	gridss255fb_7125o	45	4211	11.6123	4.242	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN15030	17	55163164	55164334	below_baseline	no	BND	no	no	NA	NA	0.0762	6.6094	DUP	DUP	gridss255bf_851o	48	10517	10.4487	5.243	no_supporting_sv	not_analyzed	intrachromosomal_complex
DN15030	17	55429068	56050162	no	no	DEL	DEL	gridss254fb_2993o	500	17251305	5.243	67.6354	SGL	no	no	NA	NA	93.6023	115.7054	not_analyzed	not_analyzed	excluded
DN15030	17	61406466	71917104	no	no	DEL	DEL	gridss256fb_5733o	9	464851	5.1941	6.0266	DEL	DEL	gridss257fb_6427o	10	60	6.0266	4.5518	not_analyzed	not_analyzed	excluded
DN15030	17	71917164	72619741	no	no	DEL	DEL	gridss257fb_6427o	10	60	4.5518	6.0575	DEL	DEL	gridss257fb_7108o	10	62	6.0575	4.782	not_analyzed	not_analyzed	excluded
DN15030	17	77653825	78060055	no	no	DUP	DUP	gridss258bf_202o	13	406230	5.9441	6.9821	DUP	DUP	gridss258bf_202o	13	406230	6.9821	5.9626	not_analyzed	not_analyzed	excluded
DN1504F	5	174015196	176244824	baseline	no	SGL	no	no	NA	NA	3.0689	10.5794	DUP	DUP	gridss105bf_2312o	8	1589189	9.0115	7.8284	no_supporting_sv	not_analyzed	intrachromosomal_complex
DN1504F	6	21621691	22373762	no	no	INV	t2tINV	gridss108bb_4195o	26	2375	13.9856	15.9413	INV	h2hINV	gridss108ff_4777o	67	826	15.9413	10.4715	not_analyzed	not_analyzed	excluded
DN1504F	8	116689078	117610681	no	no	INV	t2tINV	gridss151bb_1176o	19	5262	17.4029	19.0065	DEL	DEL	gridss151fb_4522o	11	562733	18.942	17.9838	not_analyzed	not_analyzed	excluded
DN1504F	8	118000719	118458027	no	no	DEL	DEL	gridss151fb_2536o	18	1287560	17.9838	19.316	DUP	DUP	gridss150bf_238o	11	12321827	18.8235	17.8647	not_analyzed	not_analyzed	excluded
DN1504F	17	27001309	27061106	baseline+1	no	INV	t2tINV	gridss253bb_370o	99	21385988	6.4564	16.3385	DEL	DEL	gridss253fb_1233o	27	21879593	16.3385	13.3394	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1504F	17	27728828	28082488	no	no	DUP	DUP	gridss253bf_326o	39	19975638	13.5458	17.1043	BND	TRA	gridss253fb_2862o	24	NA	16.6343	14.1648	not_analyzed	not_analyzed	excluded
DN1504F	17	28082537	28179095	no	no	BND	TRA	gridss253bf_429o	22	NA	14.1648	15.2241	INV	h2hINV	gridss253ff_83o	13	2094187	15.2241	14.0109	not_analyzed	not_analyzed	excluded
DN1504F	17	28503586	28630544	no	no	DUP	DUP	gridss253bf_534o	34	30558173	14.0109	17.734	INV	h2hINV	gridss253ff_1333o	35	30726727	18.3045	13.9257	not_analyzed	not_analyzed	excluded
DN1504F	17	28707729	29552184	no	no	INV	t2tINV	gridss253bb_1441o	71	23780324	13.9257	19.7002	INV	h2hINV	gridss253ff_1900o	138	28479748	18.1331	8.5982	not_analyzed	not_analyzed	excluded
DN1504F	17	31735816	31792914	below_baseline	below_baseline	INV	t2tINV	gridss253bb_2466o	665	6119705	2.1075	63.5317	DEL	DEL	gridss253fb_7202o	490	14779522	42.572	2.0946	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1504F	17	33666504	33727146	below_baseline	no	INV	t2tINV	gridss253bb_2869o	203	3305011	2.0946	20.3644	INV	h2hINV	gridss253ff_2927o	196	4258697	22.0305	7.7983	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1504F	17	33743704	33749007	no	no	INV	t2tINV	gridss253bb_2931o	190	23840581	7.7983	21.9267	INV	h2hINV	gridss253ff_2572o	165	1959770	21.9267	7.5841	not_analyzed	not_analyzed	excluded
DN1504F	17	36971515	36977569	below_baseline	below_baseline	INV	t2tINV	gridss253bb_2869o	203	3305011	1.9213	18.8789	INV	h2hINV	gridss254ff_189o	209	22045415	18.8789	1.8768	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1504F	17	37855521	38033055	below_baseline	below_baseline	INV	t2tINV	gridss253bb_2466o	665	6119705	1.8768	62.3536	INV	h2hINV	gridss254ff_690o	276	14898754	24.6336	1.9768	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1504F	17	46572436	47907132	below_baseline	no	DEL	DEL	gridss253fb_7202o	490	14779522	2.9535	45.015	DEL	DEL	gridss255fb_3777o	48	7046800	19.5211	13.8309	intrachromosomal_complex	not_analyzed	intrachromosomal_complex
DN1504F	17	48387298	49805155	no	below_baseline	INV	t2tINV	gridss253bb_370o	99	21385988	12.0736	22.339	INV	h2hINV	gridss255ff_2819o	284	9207106	25.7307	3.1126	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN1504F	17	50216211	52931809	below_baseline	baseline	INV	t2tINV	gridss255bb_2894o	247	8796258	3.1126	21.8686	INV	h2hINV	gridss254ff_690o	276	14898754	31.697	5.0228	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN1504F	17	57291532	57972967	no	no	INV	t2tINV	gridss255bb_4531o	43	4786601	13.8357	15.0196	DEL	DEL	gridss256fb_3429o	105	53450	20.2676	11.7272	not_analyzed	not_analyzed	excluded
DN1504F	17	58026417	58031932	no	no	DEL	DEL	gridss256fb_3429o	105	53450	11.7272	23.0911	INV	h2hINV	gridss253ff_1900o	138	28479748	23.0911	12.4881	not_analyzed	not_analyzed	excluded
DN1504F	17	58277001	59061759	no	no	NONE	no	no	NA	NA	12.4881	24.7409	DUP	DUP	gridss253bf_534o	34	30558173	17.6972	13.9361	not_analyzed	not_analyzed	excluded
DN1504F	19	58686084	59128983	baseline+1	no	BND	TRA	gridss105fb_7866h	61	NA	4.4882	10.7144	TELOMERE	no	no	NA	NA	10.7144	NA	translocation	not_analyzed	translocation
DN1504E	17	31856453	32162133	no	no	INV	t2tINV	gridss253bb_1471o	22	6414221	4.8084	9.6361	INV	h2hINV	gridss253ff_1635o	14	6243478	9.6361	5.7401	not_analyzed	not_analyzed	excluded
DN1504E	17	32959973	33519619	no	no	DUP	DUP	gridss253bf_847o	22	1888233	5.7401	9.3588	INV	h2hINV	gridss253ff_1988o	17	4267676	9.3588	4.882	not_analyzed	not_analyzed	excluded
DN1504E	17	34478001	34848206	no	no	NONE	no	no	NA	NA	4.882	9.1853	DUP	DUP	gridss253bf_847o	22	1888233	9.1853	4.8975	not_analyzed	not_analyzed	excluded
DN1504E	17	36940971	38479486	no	baseline	INV	t2tINV	gridss254bb_226o	70	870	4.8975	20.4609	INV	h2hINV	gridss254ff_1412o	74	763	21.5006	1.8929	not_analyzed	fold_back_inversion	fold_back_inversion
DN15052	10	44458717	44473080	no	no	DEL	DEL	gridss172fb_4748o	6	1544	5.2764	6.3917	INV	h2hINV	gridss172ff_1849o	9	2717	6.3917	3.9643	not_analyzed	not_analyzed	excluded
DN15052	10	64168574	65752374	no	no	INV	t2tINV	gridss174bb_3628o	29	2594843	4.1932	9.161	BND	TRA	gridss174ff_4816o	54	NA	12.6097	4.079	not_analyzed	not_analyzed	excluded
DN15052	10	66755732	66763412	no	no	DUP	DUP	gridss174bf_2217o	40	12354364	4.079	8.7021	INV	h2hINV	gridss174ff_5373o	39	428	8.7021	4.449	not_analyzed	not_analyzed	excluded
DN15052	10	71611001	71935489	no	no	NONE	no	no	NA	NA	4.2592	6.2206	INV	h2hINV	gridss175ff_2670o	13	3185	6.3636	4.1182	not_analyzed	not_analyzed	excluded
DN15052	10	72391802	74769694	no	baseline	INV	t2tINV	gridss175bb_2954o	10	9959879	5.7453	8.4093	DEL	DEL	gridss175fb_8248o	50	209788	9.6639	1.8413	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
DN15052	10	74979482	84119634	baseline	baseline+1	DEL	DEL	gridss175fb_8248o	50	209788	1.8413	9.652	INV	h2hINV	gridss176ff_4741o	34	903619	6.8506	3.0576	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	12	115484086	115568523	no	no	INV	t2tINV	gridss206bb_4468o	13	1577	8.799	11.041	DEL	DEL	gridss206fb_8543o	11	343	11.041	8.9709	not_analyzed	not_analyzed	excluded
DN15052	12	115568866	116458885	no	baseline	DEL	DEL	gridss206fb_8543o	11	343	8.9709	11.0609	BND	TRA	gridss174ff_4816o	54	NA	11.2728	2.9495	not_analyzed	translocation	translocation
DN15052	14	57925442	63872471	no	no	INV	t2tINV	gridss226bb_562o	30	3342	4.0802	7.1279	INV	h2hINV	gridss226ff_3890o	9	88	6.8762	5.7045	not_analyzed	not_analyzed	excluded
DN15052	14	64319951	64337000	no	baseline	INV	t2tINV	gridss226bb_4239o	14	1531	5.7045	7.0717	NONE	no	no	NA	NA	8.4389	2.0737	not_analyzed	no_supporting_sv	intrachromosomal_complex
DN15052	17	17808671	18528609	baseline	baseline	INV	t2tINV	gridss252bb_729o	85	49154335	2.0161	14.1186	INV	h2hINV	gridss252ff_1087o	14	49044925	7.1471	1.9994	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	20121364	20154183	baseline	baseline	DUP	DUP	gridss252bf_478o	28	39392597	2.3688	6.3514	DUP	DUP	gridss252bf_471o	26	60793	6.3514	1.9157	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	21128700	21145261	baseline	baseline+1	DUP	DUP	gridss252bf_575o	116	22331940	1.9157	19.7555	DEL	DEL	gridss252fb_4075o	110	42171825	19.7555	2.5482	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	25761156	25906962	baseline	baseline	INV	t2tINV	gridss252bb_2494o	102	13758665	2.1544	21.5275	DEL	DEL	gridss253fb_140o	76	11450734	21.5275	2.1687	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	26769454	27297139	baseline	baseline	INV	t2tINV	gridss253bb_365o	37	529375	2.1687	7.9086	SGL	no	no	NA	NA	7.9086	2.4078	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
DN15052	17	27298829	27300025	baseline	baseline	INV	t2tINV	gridss253bb_365o	37	529375	2.4078	7.2741	BND	TRA	gridss154bf_417h	41	NA	7.2741	1.9538	intrachromosomal_complex	translocation	translocation
DN15052	17	37357696	37787011	baseline	baseline	DEL	DEL	gridss253fb_140o	76	11450734	1.9455	19.8851	DEL	DEL	gridss254fb_1916o	80	34112607	15.4428	1.6128	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	37790601	37999184	baseline	baseline+1	DUP	DUP	gridss254bf_310o	109	40282768	1.6128	20.2617	INV	h2hINV	gridss254ff_1137o	118	4963928	20.2617	2.6549	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	37999604	38060272	baseline+1	baseline	INV	t2tINV	gridss254bb_1140o	69	13685431	2.6549	11.9062	INV	h2hINV	gridss254ff_1197o	66	28901254	11.9062	2.18	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	38206580	38226000	baseline	baseline	DUP	DUP	gridss254bf_387o	47	4145304	2.18	7.9005	NONE	no	no	NA	NA	7.9005	2.0785	intrachromosomal_complex	no_supporting_sv	intrachromosomal_complex
DN15052	17	38751883	38781019	baseline	baseline	INV	t2tINV	gridss254bb_1461o	30	41109204	2.0785	8.5392	INV	h2hINV	gridss254ff_1482o	41	3494284	8.5392	2.236	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	39481202	39514547	baseline	baseline	DUP	DUP	gridss254bf_546o	38	2302446	2.236	8.7749	DEL	DEL	gridss254fb_3454o	44	31776096	8.7749	1.8403	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	39519822	39679742	baseline	baseline+1	INV	t2tINV	gridss252bb_2494o	102	13758665	1.8403	22.0077	INV	h2hINV	gridss254ff_1945o	96	2458	14.04	2.854	intrachromosomal_complex	fold_back_inversion	fold_back_inversion
DN15052	17	39681834	39805953	baseline+1	baseline+1	INV	t2tINV	gridss254bb_1914o	115	38259235	2.854	18.9864	DEL	DEL	gridss254fb_3875o	87	40506274	18.9864	2.5241	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	39810141	39893712	baseline+1	baseline	INV	t2tINV	gridss254bb_2013o	59	37620502	2.5241	11.8401	INV	h2hINV	gridss254ff_2088o	60	40987833	11.8401	1.7899	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	40001323	40060742	baseline	baseline	DUP	DUP	gridss254bf_645o	120	22301084	1.7899	17.5831	INV	h2hINV	gridss254ff_2184o	98	37793374	17.5831	1.931	intrachromosomal_complex	intrachromosomal_complex	intrachromosomal_complex
DN15052	17	41783658	42017738	baseline+1	baseline	INV	t2tINV	gridss254bb_2847o	45	58	3.4508	9.0306	INV	h2hINV	gridss254ff_3021o	63	7292611	12.3368	1.8697	fold_back_inversion	intrachromosomal_complex	fold_back_inversion
DN15052	17	42178206	42208522	no	baseline	INV	t2tINV	gridss254bb_3056o	118	117	4.0707	18.919	INV	h2hINV	gridss254ff_3093o	137	10360267	18.919	1.8798	not_analyzed	intrachromosomal_complex	intrachromosomal_complex
